Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
YPEL2	ENST00000312655.4	yippee-like 2 (Drosophila) 	62	2	1	0	1	1	0	0	1	0	hsa-miR-30b-5p	0.0365	0.2387	1.0378	-0.44	-0.44	0.99	2005, 2007, 2009, 2011
YTHDC1	ENST00000344157.4	YTH domain containing 1 	307	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0222	0.1444	0.5773	-0.44	-0.44	0.95	2007, 2009, 2011
LRRC8D	ENST00000337338.5	leucine rich repeat containing 8 family, member D 	96	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0355	0.2199	0.7881	-0.44	-0.44	0.95	2007, 2009, 2011
R3HDM1	ENST00000264160.4	R3H domain containing 1 	195	1	1	0	0	0	0	0	0	0	hsa-miR-30c-5p	0.0318	0.1983	0.7012	-0.44	-0.44	0.86	2007, 2009, 2011
PLAGL2	ENST00000246229.4	pleiomorphic adenoma gene-like 2 	254	3	2	0	1	1	0	0	1	0	hsa-miR-30a-5p	0.0449	0.2971	1.2829	-0.44	-0.45	> 0.99	2003, 2005, 2007, 2009, 2011
WNK3	ENST00000375169.3	WNK lysine deficient protein kinase 3 	55	2	0	2	0	0	0	0	0	2	hsa-miR-30e-5p	0.0293	0.2057	1.1413	-0.44	-0.44	0.83	2011
PCGF3	ENST00000362003.5	polycomb group ring finger 3 	503	2	0	0	2	0	0	0	0	1	hsa-miR-30a-5p	0.0197	0.1399	0.8083	-0.44	-0.54	0.95	2005, 2007, 2009, 2011
PRPF40A	ENST00000410080.1	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae) 	459	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0370	0.2270	0.7930	-0.44	-0.47	0.81	2009, 2011
SLC35B4	ENST00000378509.4	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4 	899	2	1	1	0	1	0	0	1	0	hsa-miR-30e-5p	0.0304	0.2113	1.1009	-0.44	-0.45	0.67	2009, 2011
FLJ20373	ENST00000414004.2		75	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0218	0.1441	0.6125	-0.43	-0.43	0.95	NULL
MSANTD3-TMEFF1	ENST00000502978.1	MSANTD3-TMEFF1 readthrough 	234	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0327	0.2040	0.7340	-0.43	-0.43	0.90	2011
NEDD4	ENST00000338963.2	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase 	289	3	2	1	0	1	0	1	0	0	hsa-miR-30a-5p	0.0657	0.4300	1.8031	-0.43	-0.45	> 0.99	2005, 2007, 2009, 2011
NR4A2	ENST00000409108.2	nuclear receptor subfamily 4, group A, member 2 	1631	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0291	0.1810	0.6231	-0.43	-0.45	0.83	2005, 2007, 2009, 2011
ZFAND5	ENST00000237937.3	zinc finger, AN1-type domain 5 	2522	1	1	0	0	1	0	0	1	1	hsa-miR-30a-5p	0.0365	0.2252	0.7993	-0.43	-0.55	0.95	2007, 2009, 2011
CCDC117	ENST00000249064.4	coiled-coil domain containing 117 	211	1	1	0	0	2	1	0	1	1	hsa-miR-30b-5p	0.0316	0.2168	1.0821	-0.43	-0.48	0.47	2007, 2009, 2011
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	0	0	1	3	1	0	2	2	hsa-miR-30e-5p	0.0579	0.3980	2.0130	-0.43	-0.49	0.95	2011
NECAP1	ENST00000339754.5	NECAP endocytosis associated 1 	13	2	2	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0323	0.2169	0.9865	-0.43	-0.43	0.68	2005, 2007, 2009, 2011
CFDP1	ENST00000283882.3	craniofacial development protein 1 	482	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0106	0.0747	0.4138	-0.43	-0.43	0.33	NULL
PAAF1	ENST00000544552.1	proteasomal ATPase-associated factor 1 	22	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0144	0.0976	0.4441	-0.43	-0.43	0.41	2009, 2011
ZBTB41	ENST00000367405.4	zinc finger and BTB domain containing 41 	33	2	1	1	0	2	0	1	1	0	hsa-miR-30c-5p	0.0491	0.3340	1.6490	-0.43	-0.47	0.95	2007, 2009, 2011
RAB38	ENST00000243662.6	RAB38, member RAS oncogene family 	11	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0288	0.1797	0.6182	-0.42	-0.42	0.91	2005, 2007, 2009, 2011
TMEFF1	ENST00000374879.4	transmembrane protein with EGF-like and two follistatin-like domains 1 	234	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0327	0.2040	0.7340	-0.42	-0.42	0.90	2005, 2007, 2009, 2011
OMG	ENST00000247271.4	oligodendrocyte myelin glycoprotein 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0138	0.0937	0.4358	-0.42	-0.42	0.26	2005, 2007, 2009, 2011
SOCS3	ENST00000330871.2	suppressor of cytokine signaling 3 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0330	0.2023	0.6668	-0.42	-0.42	0.95	2005, 2007, 2009, 2011
CSAD	ENST00000267085.4	cysteine sulfinic acid decarboxylase 	11	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0128	0.0884	0.4438	-0.42	-0.42	< 0.1	2009, 2011
RAP1B	ENST00000250559.9	RAP1B, member of RAS oncogene family 	3599	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0316	0.1966	0.6842	-0.42	-0.45	0.81	2005, 2007, 2009, 2011
TMEM121	ENST00000392519.2	transmembrane protein 121 	7	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0222	0.1437	0.5570	-0.42	-0.42	0.92	2007, 2009, 2011
GNPDA1	ENST00000311337.6	glucosamine-6-phosphate deaminase 1 	1130	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0264	0.1697	0.6606	-0.42	-0.43	0.86	2009, 2011
CARS	ENST00000278224.9	cysteinyl-tRNA synthetase 	594	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0322	0.1975	0.6497	-0.42	-0.42	0.85	2009, 2011
KXD1	ENST00000540691.1	KxDL motif containing 1 	117	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0262	0.1656	0.5946	-0.42	-0.42	0.93	2009, 2011
SMAP1	ENST00000370452.3	small ArfGAP 1 	64	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0287	0.1811	0.6595	-0.42	-0.42	0.90	2009, 2011
ITGA8	ENST00000378076.3	integrin, alpha 8 	7	1	1	0	0	1	0	0	1	0	hsa-miR-30a-5p	0.0280	0.1920	0.9746	-0.42	-0.57	0.99	NULL
IP6K3	ENST00000451316.1	inositol hexakisphosphate kinase 3 	8	1	1	0	0	1	0	1	0	0	hsa-miR-30a-5p	0.0342	0.2160	0.8111	-0.41	-0.41	0.95	2005, 2007, 2009, 2011
CCNT2	ENST00000295238.6	cyclin T2 	381	2	1	0	1	0	0	0	0	0	hsa-miR-30c-5p	0.0317	0.2181	1.1009	-0.41	-0.41	0.99	2005, 2007, 2009, 2011
FAM81A	ENST00000288228.5	family with sequence similarity 81, member A 	53	2	0	2	0	1	0	1	0	0	hsa-miR-30e-5p	0.0218	0.1516	0.7876	-0.41	-0.47	0.87	2009, 2011
DCBLD1	ENST00000338728.5	discoidin, CUB and LCCL domain containing 1 	876	1	1	0	0	1	0	0	1	1	hsa-miR-30b-5p	0.0196	0.1372	0.7506	-0.41	-0.42	0.21	NULL
PFN2	ENST00000239940.7	profilin 2 	2184	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0297	0.1836	0.6121	-0.41	-0.42	0.90	2007, 2009, 2011
SNAI1	ENST00000244050.2	snail family zinc finger 1 	486	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0436	0.2528	0.7296	-0.41	-0.41	0.95	2005, 2007, 2009, 2011
AVEN	ENST00000306730.3	apoptosis, caspase activation inhibitor 	230	1	1	0	0	2	1	0	1	0	hsa-miR-30e-5p	0.0103	0.0732	0.4232	-0.41	-0.62	0.19	2009, 2011
ADRA2A	ENST00000280155.2	adrenoceptor alpha 2A 	239	2	1	0	1	0	0	0	0	0	hsa-miR-30c-5p	0.0317	0.2025	0.7902	-0.41	-0.43	0.98	2009, 2011
ANKHD1	ENST00000360839.2	ankyrin repeat and KH domain containing 1 	247	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0510	0.2853	0.7628	-0.41	-0.41	0.95	2005, 2007, 2009, 2011
RAB27B	ENST00000262094.5	RAB27B, member RAS oncogene family 	5	1	1	0	0	1	0	0	1	1	hsa-miR-30b-5p	0.0608	0.3555	1.2203	-0.41	-0.41	0.94	2011
S100PBP	ENST00000373475.5	S100P binding protein 	428	2	2	0	0	2	0	2	0	0	hsa-miR-30c-5p	0.0245	0.1720	0.9404	-0.40	-0.46	0.39	2009, 2011
SDAD1	ENST00000356260.5	SDA1 domain containing 1 	91	1	1	0	0	3	1	2	0	0	hsa-miR-30e-5p	0.0162	0.1132	0.6082	-0.40	-0.50	0.16	2009, 2011
LHX1	ENST00000254457.5	LIM homeobox 1 	15	2	1	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0464	0.2993	1.1434	-0.40	-0.40	0.97	2011
CALB2	ENST00000349553.5	calbindin 2 	5	2	0	1	1	0	0	0	0	0	hsa-miR-30e-5p	0.0081	0.0585	0.3621	-0.40	-0.40	0.93	2009, 2011
PABPC1L2B	ENST00000373521.2	poly(A) binding protein, cytoplasmic 1-like 2B 	5	2	0	1	1	0	0	0	0	0	hsa-miR-30e-5p	0.0157	0.1111	0.6361	-0.40	-0.40	0.89	2011
DNAJC25-GNG10	ENST00000374294.3	DNAJC25-GNG10 readthrough 	407	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0251	0.1615	0.6207	-0.40	-0.40	0.63	2009, 2011
SLC35F1	ENST00000360388.4	solute carrier family 35, member F1 	56	1	1	0	0	2	0	1	1	0	hsa-miR-30b-5p	0.0480	0.2946	1.0644	-0.40	-0.51	0.99	2007, 2009, 2011
PPARGC1B	ENST00000309241.5	peroxisome proliferator-activated receptor gamma, coactivator 1 beta 	12	4	3	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.1358	0.7994	2.5072	-0.40	-0.42	> 0.99	2003, 2005, 2007, 2009, 2011
CTHRC1	ENST00000330295.5	collagen triple helix repeat containing 1 	1504	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0097	0.0674	0.3482	-0.40	-0.41	< 0.1	2009, 2011
SNX18	ENST00000343017.6	sorting nexin 18 	174	1	1	0	0	2	0	1	1	0	hsa-miR-30b-5p	0.0428	0.2748	1.1393	-0.40	-0.40	0.97	2009, 2011
USP48	ENST00000400301.1	ubiquitin specific peptidase 48 	3036	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0157	0.1058	0.4837	-0.40	-0.49	0.90	2005, 2007, 2009, 2011
VAT1L	ENST00000302536.2	vesicle amine transport 1-like 	123	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0321	0.1963	0.6566	-0.40	-0.44	0.95	2005, 2007, 2009, 2011
NRXN3	ENST00000281127.7	neurexin 3 	14	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0454	0.2630	0.7733	-0.40	-0.40	0.95	2005, 2007, 2009, 2011
CAPZA1	ENST00000263168.3	capping protein (actin filament) muscle Z-line, alpha 1 	1159	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0448	0.2597	0.7612	-0.40	-0.40	0.94	2005, 2007, 2009, 2011
SEPT7	ENST00000435235.1	septin 7 	97	1	1	0	0	1	0	0	1	0	hsa-miR-30c-5p	0.0383	0.2376	0.8663	-0.40	-0.44	0.95	2005, 2007, 2009, 2011
FOXB1	ENST00000396057.4	forkhead box B1 	31	2	1	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0465	0.2865	0.9844	-0.40	-0.48	0.98	NULL
CDC37L1	ENST00000381854.3	cell division cycle 37-like 1 	280	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0231	0.1488	0.5673	-0.40	-0.40	0.95	2005, 2007, 2009, 2011
ADAM12	ENST00000368679.4	ADAM metallopeptidase domain 12 	758	2	0	1	1	2	0	2	0	0	hsa-miR-30e-5p	0.0321	0.2256	1.2457	-0.39	-0.41	0.93	2011
DNAJC13	ENST00000260818.6	DnaJ (Hsp40) homolog, subfamily C, member 13 	256	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0213	0.1467	0.7470	-0.39	-0.39	0.83	2005, 2007, 2009, 2011
FOXD1	ENST00000499003.3	forkhead box D1 	423	1	1	0	0	1	1	0	0	0	hsa-miR-30a-5p	0.0272	0.1734	0.6549	-0.39	-0.42	0.95	2005, 2007, 2009, 2011
ADAMTS3	ENST00000286657.4	ADAM metallopeptidase with thrombospondin type 1 motif, 3 	5	1	0	1	0	1	0	0	1	1	hsa-miR-30e-5p	0.0421	0.2774	1.1807	-0.39	-0.39	0.93	2005, 2007, 2009, 2011
KIAA2026	ENST00000399933.3	KIAA2026 	712	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0377	0.2292	0.7687	-0.39	-0.39	0.87	2007, 2009, 2011
COL9A3	ENST00000343916.3	collagen, type IX, alpha 3 	37	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0206	0.1343	0.5341	-0.39	-0.39	0.59	2009, 2011
CYYR1	ENST00000299340.4	cysteine/tyrosine-rich 1 	5	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0192	0.1333	0.7066	-0.39	-0.39	< 0.1	2009, 2011
DCUN1D3	ENST00000324344.4	DCN1, defective in cullin neddylation 1, domain containing 3 	53	3	1	1	1	1	0	0	1	0	hsa-miR-30b-5p	0.0370	0.2401	1.0208	-0.39	-0.73	> 0.99	2007, 2009, 2011
PPP3CA	ENST00000512215.1	protein phosphatase 3, catalytic subunit, alpha isozyme 	259	2	0	0	2	0	0	0	0	0	hsa-miR-30b-5p	0.0175	0.1235	0.6845	-0.39	-0.39	0.95	2005, 2007, 2009, 2011
FKBP3	ENST00000216330.3	FK506 binding protein 3, 25kDa 	3211	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0123	0.0844	0.4191	-0.39	-0.39	0.62	2005, 2007, 2009, 2011
ERG	ENST00000398905.1	v-ets avian erythroblastosis virus E26 oncogene homolog 	184	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0315	0.1945	0.6586	-0.39	-0.39	0.95	2005, 2007, 2009, 2011
AP3S1	ENST00000316788.7	adaptor-related protein complex 3, sigma 1 subunit 	24	1	0	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0199	0.1346	0.6401	-0.39	-0.39	0.68	2005, 2007, 2009, 2011
RAP2C	ENST00000342983.2	RAP2C, member of RAS oncogene family 	604	2	0	2	0	0	0	0	0	1	hsa-miR-30b-5p	0.0352	0.2353	1.0372	-0.39	-0.39	0.90	2005, 2007, 2009, 2011
CELSR3	ENST00000164024.4	cadherin, EGF LAG seven-pass G-type receptor 3 	13	5	5	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.1298	0.8180	2.9419	-0.39	-0.40	> 0.99	2005, 2007, 2009, 2011
MBNL1	ENST00000357472.3	muscleblind-like splicing regulator 1 	135	1	0	0	1	0	0	0	0	2	hsa-miR-30e-5p	0.0260	0.1787	0.9191	-0.38	-0.38	0.78	2009, 2011
RGS17	ENST00000367225.2	regulator of G-protein signaling 17 	11	2	2	0	0	2	1	0	1	1	hsa-miR-30e-5p	0.0466	0.2998	1.2770	-0.38	-0.65	> 0.99	NULL
ZNF711	ENST00000360700.4	zinc finger protein 711 	5614	1	0	0	1	1	1	0	0	0	hsa-miR-30b-5p	0.0245	0.1710	0.9140	-0.38	-0.38	0.78	2007, 2009, 2011
FRMD6	ENST00000395718.2	FERM domain containing 6 	508	1	0	1	0	1	0	0	1	0	hsa-miR-30e-5p	0.0205	0.1446	0.8143	-0.38	-0.39	0.91	2007, 2011
EPDR1	ENST00000423717.1	ependymin related 1 	84	1	0	1	0	2	1	1	0	0	hsa-miR-30e-5p	0.0188	0.1321	0.7137	-0.38	-0.40	0.28	2009, 2011
RAPGEF4	ENST00000409036.1	Rap guanine nucleotide exchange factor (GEF) 4 	60	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0413	0.2452	0.7702	-0.38	-0.38	0.95	2005, 2007, 2009, 2011
FRZB	ENST00000295113.4	frizzled-related protein 	43	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0265	0.1704	0.6632	-0.38	-0.38	0.70	2009, 2011
B4GALT6	ENST00000306851.5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6 	146	1	1	0	0	1	0	1	0	0	hsa-miR-30e-5p	0.0414	0.2656	1.1061	-0.37	-0.38	0.94	2005, 2007, 2009, 2011
TTPA	ENST00000260116.4	tocopherol (alpha) transfer protein 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0297	0.1849	0.6369	-0.37	-0.37	0.66	2011
PABPC1L2A	ENST00000373519.1	poly(A) binding protein, cytoplasmic 1-like 2A 	5	2	0	1	1	0	0	0	0	0	hsa-miR-30e-5p	0.0149	0.1055	0.5960	-0.37	-0.37	0.89	2011
DNAJC25	ENST00000556107.1	DnaJ (Hsp40) homolog, subfamily C , member 25 	407	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0195	0.1292	0.5537	-0.37	-0.37	0.40	NULL
MICAL1	ENST00000358807.3	microtubule associated monooxygenase, calponin and LIM domain containing 1 	249	1	1	0	0	0	0	0	0	0	hsa-miR-30c-5p	0.0126	0.0861	0.4104	-0.37	-0.37	< 0.1	2005, 2007, 2009, 2011
AC012215.1	ENST00000437887.1	Uncharacterized protein  	31	1	0	0	1	1	1	0	0	0	hsa-miR-30e-5p	0.0265	0.1833	0.9292	-0.37	-0.37	0.78	NULL
C4orf19	ENST00000381980.4	chromosome 4 open reading frame 19 	51	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0296	0.1933	0.8179	-0.37	-0.37	0.47	2009, 2011
FRMPD1	ENST00000377765.3	FERM and PDZ domain containing 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0221	0.1431	0.5523	-0.37	-0.37	0.57	2005, 2007, 2009, 2011
TMEM87A	ENST00000389834.4	transmembrane protein 87A 	52	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0301	0.1849	0.6184	-0.37	-0.41	0.76	2007, 2009, 2011
AP4E1	ENST00000261842.5	adaptor-related protein complex 4, epsilon 1 subunit 	57	2	0	0	2	0	0	0	0	1	hsa-miR-30e-5p	0.0300	0.2009	0.9148	-0.37	-0.37	0.95	2005, 2007, 2009, 2011
CCDC71L	ENST00000523505.1	coiled-coil domain containing 71-like 	410	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0489	0.2812	0.8305	-0.37	-0.37	0.91	2009, 2011
PIGA	ENST00000542278.1	phosphatidylinositol glycan anchor biosynthesis, class A 	104	1	1	0	0	1	0	1	0	0	hsa-miR-30e-5p	0.0297	0.1954	0.8420	-0.37	-0.37	0.56	2011
RAB3D	ENST00000222120.3	RAB3D, member RAS oncogene family 	111	1	1	0	0	1	0	0	1	0	hsa-miR-30b-5p	0.0237	0.1636	0.8324	-0.37	-0.37	0.86	2011
VKORC1L1	ENST00000360768.3	vitamin K epoxide reductase complex, subunit 1-like 1 	2291	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0205	0.1349	0.5585	-0.37	-0.38	0.95	2005, 2007, 2009, 2011
KLF10	ENST00000285407.6	Kruppel-like factor 10 	320	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0351	0.2148	0.7257	-0.37	-0.37	0.95	2005, 2007, 2009, 2011
ANO4	ENST00000392979.3	anoctamin 4 	128	2	1	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0252	0.1714	0.8220	-0.37	-0.37	0.95	2005, 2007, 2009, 2011
MSANTD4	ENST00000301919.4	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils 	304	1	0	0	1	1	0	1	0	0	hsa-miR-30b-5p	0.0175	0.1210	0.6156	-0.37	-0.37	0.78	NULL
PEX5L	ENST00000467460.1	peroxisomal biogenesis factor 5-like 	5	2	2	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0971	0.5555	1.6134	-0.36	-0.36	> 0.99	NULL
GLCCI1	ENST00000223145.5	glucocorticoid induced transcript 1 	654	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0369	0.2279	0.8105	-0.36	-0.37	0.88	2005, 2007, 2009, 2011
TRIM23	ENST00000231524.9	tripartite motif containing 23 	247	1	0	0	1	1	0	1	0	0	hsa-miR-30e-5p	0.0253	0.1684	0.7543	-0.36	-0.40	0.82	2011
HOXB8	ENST00000239144.4	homeobox B8 	9	1	0	0	1	0	0	0	0	1	hsa-miR-30c-5p	0.0101	0.0716	0.4109	-0.36	-0.36	0.78	2005, 2007, 2009, 2011
YAF2	ENST00000327791.4	YY1 associated factor 2 	413	2	1	1	0	1	0	0	1	0	hsa-miR-30b-5p	0.0278	0.1753	0.7072	-0.36	-0.84	0.99	2009, 2011
TFDP1	ENST00000375370.5	transcription factor Dp-1 	8913	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0437	0.2536	0.7338	-0.36	-0.36	0.75	2005, 2007, 2009, 2011
UBE2J1	ENST00000435041.2	ubiquitin-conjugating enzyme E2, J1 	1318	2	2	0	0	1	0	0	1	0	hsa-miR-30e-5p	0.0291	0.1724	0.5319	-0.36	-0.77	0.96	2005, 2007, 2009, 2011
BDP1	ENST00000380675.2	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB 	12	2	1	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0429	0.2706	1.0440	-0.36	-0.36	0.97	2007, 2009, 2011
GALNT1	ENST00000269195.5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1) 	2466	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0393	0.2378	0.7909	-0.36	-0.36	0.95	2005, 2007, 2009, 2011
ZNF608	ENST00000504926.1	zinc finger protein 608 	22	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0415	0.2449	0.7508	-0.36	-0.36	0.90	2005, 2007, 2009, 2011
OVOL1	ENST00000335987.3	ovo-like 1(Drosophila) 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0423	0.2463	0.7071	-0.36	-0.36	0.84	2009, 2011
DLGAP2	ENST00000421627.2	discs, large (Drosophila) homolog-associated protein 2 	5	1	0	0	1	2	1	1	0	1	hsa-miR-30b-5p	0.0422	0.2840	1.3534	-0.36	-0.36	0.78	2009, 2011
JDP2	ENST00000435893.2	Jun dimerization protein 2 	110	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0384	0.2308	0.7411	-0.36	-0.36	0.95	2005, 2007, 2009, 2011
CCDC43	ENST00000457422.2	coiled-coil domain containing 43 	36	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0425	0.2489	0.7426	-0.36	-0.36	0.93	2007, 2009, 2011
MYBL2	ENST00000217026.4	v-myb avian myeloblastosis viral oncogene homolog-like 2 	71	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0343	0.2078	0.6596	-0.35	-0.35	0.91	2005, 2007, 2009, 2011
RTCB	ENST00000451746.2	RNA 2',3'-cyclic phosphate and 5'-OH ligase 	9513	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0109	0.0750	0.3746	-0.35	-0.35	< 0.1	2009
OXR1	ENST00000312046.6	oxidation resistance 1 	27	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0310	0.1978	0.7660	-0.35	-0.35	0.76	2009, 2011
TMEM229A	ENST00000455783.1	transmembrane protein 229A 	5	1	0	1	0	2	0	1	1	0	hsa-miR-30b-5p	0.0153	0.1088	0.6383	-0.35	-0.35	0.51	2011
NHLH2	ENST00000320238.3	nescient helix loop helix 2 	16	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0364	0.2194	0.6988	-0.35	-0.35	0.87	2005, 2007, 2009, 2011
YPEL5	ENST00000379520.3	yippee-like 5 (Drosophila) 	307	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0147	0.0993	0.4532	-0.35	-0.35	0.21	2005, 2007, 2011
SLC5A11	ENST00000347898.3	solute carrier family 5 (sodium/inositol cotransporter), member 11 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0065	0.0459	0.2671	-0.35	-0.35	0.43	2005, 2007, 2009, 2011
CARF	ENST00000402905.3	calcium responsive transcription factor 	27	1	1	0	0	1	1	0	0	1	hsa-miR-30e-5p	0.0302	0.2129	1.2031	-0.35	-0.35	0.12	2009, 2011
GNAI2	ENST00000313601.6	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 	27	2	2	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0400	0.2580	0.9992	-0.35	-0.37	0.95	2003, 2005, 2007, 2009, 2011
HLX	ENST00000366903.6	H2.0-like homeobox 	28	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0171	0.1137	0.4884	-0.35	-0.35	0.70	2007, 2009, 2011
TVP23B	ENST00000307767.8	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae) 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0176	0.1201	0.5870	-0.35	-0.35	< 0.1	NULL
MZT1	ENST00000377818.3	mitotic spindle organizing protein 1 	157	2	2	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0076	0.0538	0.3190	-0.35	-0.60	0.66	2009, 2011
DOC2A	ENST00000350119.4	double C2-like domains, alpha 	10	2	0	1	1	0	0	0	0	0	hsa-miR-30b-5p	0.0141	0.0995	0.5527	-0.35	-0.35	0.92	2005, 2007, 2009, 2011
CHST2	ENST00000309575.3	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2 	154	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0241	0.1508	0.5288	-0.35	-0.44	0.94	2005, 2007, 2009, 2011
CBX3	ENST00000409747.1	chromobox homolog 3 	889	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0211	0.1388	0.5739	-0.34	-0.35	0.71	2009, 2011
FOSL2	ENST00000379619.1	FOS-like antigen 2 	2255	2	2	0	0	3	0	2	1	1	hsa-miR-30b-5p	0.0329	0.2063	0.7634	-0.34	-0.47	0.96	NULL
RABGAP1L	ENST00000489615.1	RAB GTPase activating protein 1-like 	364	1	0	1	0	1	0	1	0	1	hsa-miR-30e-5p	0.0276	0.1885	0.9524	-0.34	-0.35	0.71	NULL
