Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
MIER2	ENST00000264819.4	mesoderm induction early response 1, family member 2 	137	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0153	0.1051	0.5295	-0.08	-0.08	0.44	2011
PAIP2B	ENST00000244221.8	poly(A) binding protein interacting protein 2B 	42	1	0	1	0	1	0	0	1	1	hsa-miR-22-3p	0.0252	0.1232	0.3357	-0.08	-0.43	0.80	2009, 2011
USP37	ENST00000258399.3	ubiquitin specific peptidase 37 	14	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0388	0.2379	1.0106	-0.08	-0.20	0.73	2005, 2007, 2009, 2011
KIAA0319L	ENST00000325722.3	KIAA0319-like 	2090	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0327	0.2287	1.2458	-0.07	-0.07	0.62	2011
MYO1A	ENST00000300119.3	myosin IA 	106	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0370	0.2375	1.0318	-0.07	-0.17	0.59	NULL
PCDH1	ENST00000503492.1	protocadherin 1 	30	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0214	0.1435	0.6713	-0.07	-0.09	0.50	NULL
GMPPB	ENST00000480687.1	GDP-mannose pyrophosphorylase B 	425	2	0	2	0	1	0	1	0	3	hsa-miR-22-3p	0.0203	0.1331	0.5761	-0.07	-0.36	< 0.1	NULL
SHISA9	ENST00000558583.1	shisa family member 9 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0311	0.2185	1.2060	-0.07	-0.07	0.59	2011
EHD1	ENST00000320631.3	EH-domain containing 1 	335	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0246	0.1336	0.4316	-0.07	-0.30	0.49	NULL
ZBTB47	ENST00000457842.3	zinc finger and BTB domain containing 47 	81	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0142	0.0953	0.4674	-0.07	-0.17	0.43	2007, 2011
SPTLC2	ENST00000216484.2	serine palmitoyltransferase, long chain base subunit 2 	95	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0280	0.1362	0.4630	-0.06	-0.41	0.77	2011
QSOX1	ENST00000367602.3	quiescin Q6 sulfhydryl oxidase 1 	9246	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0159	0.1132	0.6830	-0.06	-0.16	0.66	NULL
TBC1D16	ENST00000310924.2	TBC1 domain family, member 16 	556	1	0	1	0	3	0	3	0	5	hsa-miR-22-3p	0.0559	0.3716	1.7780	-0.06	-0.14	0.74	NULL
NXPH3	ENST00000328741.5	neurexophilin 3 	65	1	0	1	0	2	0	1	1	0	hsa-miR-22-3p	0.0196	0.1151	0.3695	-0.06	-0.35	0.63	NULL
GTDC1	ENST00000392869.2	glycosyltransferase-like domain containing 1 	241	2	0	0	2	0	0	0	0	2	hsa-miR-22-3p	0.0127	0.0890	0.4915	-0.06	-0.40	0.67	NULL
USP46	ENST00000441222.3	ubiquitin specific peptidase 46 	180	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0158	0.0950	0.3161	-0.06	-0.32	0.67	2005, 2007, 2009, 2011
CNOT6L	ENST00000504123.1	CCR4-NOT transcription complex, subunit 6-like 	23	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0336	0.1663	0.5644	-0.06	-0.29	0.60	2007, 2009, 2011
MXD1	ENST00000264444.2	MAX dimerization protein 1 	183	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0311	0.1452	0.5141	-0.06	-0.40	0.78	2007, 2009, 2011
FMNL3	ENST00000335154.5	formin-like 3 	132	2	0	2	0	1	0	1	0	2	hsa-miR-22-3p	0.0526	0.3361	1.4877	-0.06	-0.22	0.25	NULL
N4BP3	ENST00000274605.5	NEDD4 binding protein 3 	35	1	0	1	0	2	0	2	0	1	hsa-miR-22-3p	0.0234	0.1439	0.6664	-0.06	-0.43	0.79	2009, 2011
CCDC47	ENST00000225726.5	coiled-coil domain containing 47 	1484	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0189	0.0648	0.0965	-0.05	-0.60	0.77	2007, 2009, 2011
RUNX1	ENST00000344691.4	runt-related transcription factor 1 	182	1	0	1	0	1	0	0	1	1	hsa-miR-22-3p	0.0158	0.1095	0.5693	-0.05	-0.16	0.46	NULL
MTDH	ENST00000336273.3	metadherin 	5192	2	1	1	0	1	0	0	1	0	hsa-miR-22-3p	0.0216	0.0918	0.1826	-0.05	-0.69	0.95	2011
AGPAT6	ENST00000396987.3	1-acylglycerol-3-phosphate O-acyltransferase 6 	474	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0171	0.1073	0.3912	-0.05	-0.18	0.71	2011
TBC1D2	ENST00000375064.1	TBC1 domain family, member 2 	873	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0285	0.2015	1.1561	-0.05	-0.09	< 0.1	NULL
CUL3	ENST00000264414.4	cullin 3 	1476	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0111	0.0660	0.2188	-0.05	-0.31	0.60	2005, 2007, 2009, 2011
TMEM50B	ENST00000542230.2	transmembrane protein 50B 	528	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0107	0.0666	0.2801	-0.05	-0.36	0.45	2007, 2009, 2011
FOXD3	ENST00000371116.2	forkhead box D3 	7	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0156	0.1070	0.5437	-0.05	-0.21	0.48	NULL
PLEKHA6	ENST00000272203.3	pleckstrin homology domain containing, family A member 6 	45	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0163	0.1043	0.5023	-0.05	-0.25	0.63	2005, 2007, 2009, 2011
PNISR	ENST00000369239.5	PNN-interacting serine/arginine-rich protein 	600	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0132	0.0719	0.2443	-0.04	-0.33	0.52	NULL
ZNRF2	ENST00000323037.4	zinc and ring finger 2 	403	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0045	0.0299	0.1261	-0.04	-0.21	0.53	2005, 2007, 2011
MR1	ENST00000367580.5	major histocompatibility complex, class I-related 	107	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0268	0.1511	0.5649	-0.04	-0.23	0.24	2011
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0147	0.0729	0.1739	-0.04	-0.25	0.24	2011
KCTD10	ENST00000228495.6	potassium channel tetramerization domain containing 10 	147	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0127	0.0871	0.4363	-0.04	-0.28	0.45	2011
TBC1D12	ENST00000225235.4	TBC1 domain family, member 12 	172	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0172	0.1029	0.4520	-0.04	-0.32	0.20	2009, 2011
FTO	ENST00000471389.1	fat mass and obesity associated 	240	1	0	1	0	1	0	0	1	2	hsa-miR-22-3p	0.0285	0.1994	1.0729	-0.04	-0.13	0.46	NULL
ETS2	ENST00000360214.3	v-ets avian erythroblastosis virus E26 oncogene homolog 2 	3965	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0122	0.0849	0.4688	-0.04	-0.20	0.54	2005, 2007, 2009, 2011
PTPN9	ENST00000306726.2	protein tyrosine phosphatase, non-receptor type 9 	644	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0154	0.0982	0.4403	-0.04	-0.29	0.61	2005, 2007, 2009, 2011
TADA2A	ENST00000394395.2	transcriptional adaptor 2A 	278	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0089	0.0599	0.2765	-0.03	-0.22	0.49	NULL
SP1	ENST00000426431.2	Sp1 transcription factor 	402	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0367	0.2204	0.8670	-0.03	-0.07	0.54	2005, 2007, 2009, 2011
DNMT3A	ENST00000380746.4	DNA (cytosine-5-)-methyltransferase 3 alpha 	221	1	0	0	1	1	0	0	1	1	hsa-miR-22-3p	0.0214	0.1459	0.7479	-0.03	-0.18	0.50	NULL
ERBB4	ENST00000342788.4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 	27	1	1	0	0	0	0	0	0	2	hsa-miR-22-3p	0.0354	0.2302	1.0139	-0.03	-0.04	0.85	2009, 2011
ALG9	ENST00000531154.1	ALG9, alpha-1,2-mannosyltransferase 	586	1	0	1	0	2	0	1	1	0	hsa-miR-22-3p	0.0174	0.1195	0.6341	-0.03	-0.48	0.67	2009, 2011
NOP9	ENST00000396802.3	NOP9 nucleolar protein 	353	1	0	1	0	1	0	1	0	4	hsa-miR-22-3p	0.0320	0.2230	1.1979	-0.03	-0.04	0.17	NULL
OTUD7A	ENST00000307050.4	OTU domain containing 7A 	35	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0226	0.1300	0.5761	-0.02	-0.17	0.52	NULL
PIP4K2B	ENST00000269554.3	phosphatidylinositol-5-phosphate 4-kinase, type II, beta 	148	1	0	1	0	2	0	2	0	0	hsa-miR-22-3p	0.0060	0.0353	0.1071	-0.02	-0.53	0.67	2011
GRM1	ENST00000392299.2	glutamate receptor, metabotropic 1 	5	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0410	0.2833	1.5025	-0.02	-0.02	< 0.1	NULL
CCDC104	ENST00000349456.4	coiled-coil domain containing 104 	112	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0078	0.0480	0.2349	-0.02	-0.55	0.27	NULL
RSU1	ENST00000377921.3	Ras suppressor protein 1 	10596	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0046	0.0259	0.0873	-0.02	-0.32	0.55	2009, 2011
HUNK	ENST00000270112.2	hormonally up-regulated Neu-associated kinase 	85	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0130	0.0791	0.4008	-0.02	-0.32	0.55	2009, 2011
ORMDL2	ENST00000243045.5	ORM1-like 2 (S. cerevisiae) 	1649	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0016	0.0097	0.0307	-0.02	-0.43	0.44	2009, 2011
AIDA	ENST00000340020.6	axin interactor, dorsalization associated 	48	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0108	0.0691	0.3798	-0.01	-0.32	0.54	NULL
PAFAH1B2	ENST00000527958.1	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) 	180	1	1	0	0	1	0	1	0	0	hsa-miR-22-3p	0.0063	0.0371	0.1699	-0.01	-0.61	0.52	2011
F2	ENST00000311907.5	coagulation factor II (thrombin) 	3672	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0052	0.0373	0.2483	-0.01	-0.34	0.46	NULL
ALX1	ENST00000316824.3	ALX homeobox 1 	37	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0063	0.0384	0.1838	-0.01	-0.31	0.52	NULL
SMIM12	ENST00000521580.2	small integral membrane protein 12 	1091	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0032	0.0178	0.0590	-0.01	-0.43	0.51	2011
IP6K1	ENST00000468463.1	inositol hexakisphosphate kinase 1 	406	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0053	0.0322	0.1495	-0.01	-0.26	0.53	2005, 2007, 2011
PACRGL	ENST00000502374.1	PARK2 co-regulated-like 	314	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0086	0.0604	0.3543	-0.01	-0.31	0.47	NULL
CLIC4	ENST00000374379.4	chloride intracellular channel 4 	226	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0035	0.0191	0.0800	-0.01	-0.59	0.90	2005, 2007, 2009, 2011
VPS53	ENST00000437048.2	vacuolar protein sorting 53 homolog (S. cerevisiae) 	1332	1	0	1	0	1	0	0	1	2	hsa-miR-22-3p	0.0171	0.1198	0.7250	-0.01	-0.15	0.59	2011
CCM2L	ENST00000262659.8	cerebral cavernous malformation 2-like 	7	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0244	0.1764	1.1222	-0.01	-0.01	< 0.1	2009, 2011
RBFOX2	ENST00000449924.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	262	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0026	0.0155	0.0593	-0.01	-0.27	0.67	2009, 2011
RASSF9	ENST00000361228.3	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 	9	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0026	0.0164	0.0608	-0.01	-0.10	0.40	NULL
SRCAP	ENST00000262518.4	Snf2-related CREBBP activator protein 	643	1	1	0	0	0	0	0	0	3	hsa-miR-22-3p	0.0197	0.1371	0.8084	-0.01	-0.10	0.81	NULL
PAX6	ENST00000419022.1	paired box 6 	191	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0022	0.0109	0.0246	-0.01	-0.28	0.57	2011
GTF2B	ENST00000370500.5	general transcription factor IIB 	1311	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0290	0.2001	1.0130	-0.01	-0.44	0.48	NULL
RPH3AL	ENST00000331302.7	rabphilin 3A-like (without C2 domains) 	60	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0098	0.0712	0.4595	-0.01	-0.21	0.33	NULL
CNP	ENST00000393892.3	2',3'-cyclic nucleotide 3' phosphodiesterase 	399	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0123	0.0855	0.4704	0	-0.12	0.43	2011
KCNMB4	ENST00000258111.4	potassium large conductance calcium-activated channel, subfamily M, beta member 4 	486	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0011	0.0064	0.0218	0	-0.21	0.49	NULL
CDC6	ENST00000209728.4	cell division cycle 6 	772	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0011	0.0075	0.0362	0	-0.11	0.75	NULL
UBD	ENST00000377050.4	ubiquitin D 	112	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0004	0.0026	0.0136	0	-0.16	0.54	NULL
RHOC	ENST00000339083.7	ras homolog family member C 	10314	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0007	0.0033	0.0071	0	-0.41	0.51	NULL
ZNF652	ENST00000362063.2	zinc finger protein 652 	33	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0057	0.0411	0.2647	0	-0.32	0.47	2011
CADM1	ENST00000452722.3	cell adhesion molecule 1 	676	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0008	0.0055	0.0369	0	-0.22	0.30	NULL
KB-1507C5.2	ENST00000524007.1	HCG15011, isoform CRA_a; Protein LOC100996457  	103	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0008	0.0054	0.0356	0	-0.09	0.40	NULL
ATOH1	ENST00000306011.3	atonal homolog 1 (Drosophila) 	5	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0031	0.0219	0.1469	0	-0.57	0.37	NULL
TBL2	ENST00000305632.5	transducin (beta)-like 2 	990	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0064	0.0456	0.2829	0	-0.37	0.43	NULL
FZD8	ENST00000374694.1	frizzled family receptor 8 	791	2	2	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0003	0.0017	0.0066	0	-0.41	0.97	NULL
GATSL2	ENST00000426327.3	GATS protein-like 2 	5	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0032	0.0225	0.1456	0	-0.34	0.69	NULL
SGSM2	ENST00000426855.2	small G protein signaling modulator 2 	381	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0120	0.0873	0.5939	0	-0.17	0.60	NULL
TCF23	ENST00000296096.5	transcription factor 23 	5	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0037	0.0268	0.1683	0	-0.29	0.75	NULL
WNT1	ENST00000293549.3	wingless-type MMTV integration site family, member 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0015	0.0111	0.0761	0	-0.29	0.47	2011
KCNH1	ENST00000271751.4	potassium voltage-gated channel, subfamily H (eag-related), member 1 	5	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0084	0.0595	0.3477	0	-0.10	0.75	2011
MPV17L	ENST00000396385.3	MPV17 mitochondrial membrane protein-like 	23	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0004	0.0026	0.0183	0	-0.28	0.48	NULL
ABCG8	ENST00000272286.2	ATP-binding cassette, sub-family G (WHITE), member 8 	197	1	0	0	1	1	0	1	0	3	hsa-miR-22-3p	0.0042	0.0303	0.1970	0	-0.15	0.70	NULL
LRRC40	ENST00000370952.3	leucine rich repeat containing 40 	88	2	1	0	1	3	1	1	1	1	hsa-miR-22-3p	0.0005	0.0033	0.0233	0	-0.47	0.59	NULL
DDRGK1	ENST00000354488.3	DDRGK domain containing 1 	3324	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0003	0.0021	0.0153	0	-0.32	0.48	NULL
